423	-85
332	-209
422	-140
300	-347
312	0
302	-83
483	-145
328	-75
182	-181
320	-223
144	-116
326	32
389	-272
389	-159
380	63
414	-150
368	-182
379	-250
275	-313
447	66
146	-270
308	-133
446	-117
206	-157
301	-296
224	-85
157	-57
253	-148
225	-209
321	-102
135	-126
275	-201
299	-230
266	67
373	-154
258	-169
395	-88
379	23
326	-101
420	-182
439	27
352	-186
190	-226
241	-59
353	40
125	-277
356	-67
310	-42
280	27
317	-83
446	-272
355	-232
242	-145
345	-164
423	0
339	-32
131	-26
306	-114
359	-154
312	-285
258	-116
463	41
380	-56
303	-126
187	-163
312	0
264	-12
225	-316
173	-111
476	3
300	-196
294	-79
214	-27
290	-32
292	-200
425	-33
462	-5
232	-278
325	-165
312	-8
188	-164
269	-173
262	-152
546	-52
436	58
255	-148
296	-62
292	-227
193	-110
264	-122
324	-70
371	-80
375	-100
404	23
267	-177
256	-8
174	-76
169	-48
513	-42
356	-87
272	-27
389	45
390	-10
374	9
343	60
251	-76
350	-184
216	-170
181	-6
315	-11
289	-164
350	-320
444	-30
235	-146
359	-105
78	-1
372	-92
280	-33
211	-108
424	-34
369	-124
483	67
425	-201
306	-64
388	-81
210	-7
359	-24
289	-177
334	-229
463	174
281	-176
190	16
409	-147
438	-67
205	71
131	-158
409	-80
314	-76
316	-183
409	-134
321	-115
329	-62
78	-62
283	-52
300	-30
401	-4
228	-100
251	-52
195	-92
346	-133
245	-163
299	-129
394	-42
367	-72
397	-221
115	-117
164	-52
155	-103
159	-217
244	-129
350	-186
274	-121
293	-79
169	-34
210	-263
80	18
97	-175
305	-172
355	168
340	-165
209	-97
182	-5
158	28
298	-84
271	-54
17	-207
325	-138
267	-57
235	-59
426	-78
268	-135
374	-262
429	-9
209	-199
176	-262
261	-212
252	-111
236	100
342	-109
343	-247
425	-86
168	-159
331	-145
249	2
360	-84
352	64
333	-176
335	-109
278	-245
317	-101
205	-14
287	-282
440	-248
415	-204
251	-136
236	-224
311	-64
419	-149
223	19
258	-253
340	-84
244	-78
293	-142
308	-163
462	-112
289	-77
310	-37
366	-93
300	-94
69	-180
257	-185
428	-88
189	94
232	12
231	-65
324	77
95	-123
340	-174
279	-133
296	-158
442	-36
197	-324
184	-123
531	-204
324	-14
304	-134
264	-22
364	-60
225	-175
344	-38
151	-60
349	-211
314	8
343	-210
330	-292
224	-42
335	-55
338	28
504	-11
262	41
468	-63
187	-74
253	-179
228	-165
280	-223
252	-90
267	-103
240	-97
233	-154
291	-63
317	-155
256	35
180	-75
393	-262
235	-157
285	-174
204	-62
184	-103
477	-323
229	-130
146	-61
347	-56
342	-95
280	-50
259	-141
281	-224
412	-155
460	2
145	-72
237	-96
191	-144
225	-186
220	-13
365	132
304	-188
348	-346
137	-197
202	-140
141	-143
165	-93
247	-96
140	-272
303	-168
323	-21
299	-56
297	-208
438	51
215	-138
168	-73
346	-157
212	53
523	36
326	82
304	-142
219	-43
175	-123
226	-169
249	-92
469	-21
322	-250
416	-74
266	-106
353	-148
243	-21
370	-71
291	-51
135	-38
297	-53
232	-118
340	-125
353	-25
211	-77
371	-261
415	-156
494	-36
237	-211
245	31
260	40
230	-194
362	28
265	19
355	84
352	-145
402	-109
260	-90
232	-120
418	-37
264	-46
433	-119
393	-39
342	-135
316	-77
518	-183
229	-25
236	-216
440	-103
309	67
287	-52
338	-117
207	0
286	51
221	-188
425	117
152	-46
314	-181
360	-93
271	-90
292	-139
318	-125
414	-147
321	-91
262	-110
228	-195
271	-97
153	-48
103	-273
101	-114
305	-33
201	-13
395	-231
288	28
435	-173
305	-24
154	-142
286	-65
262	-178
271	-154
189	0
317	-186
329	33
390	-102
251	-14
291	50
319	-157
519	-65
444	-159
384	-43
153	-208
154	-262
254	-260
290	-200
385	27
316	36
158	-86
192	-43
466	-55
268	-90
267	-44
281	-36
476	-74
181	-246
261	-214
303	-77
287	-221
282	-131
282	-126
335	-157
364	-220
290	-11
337	-136
287	-148
166	-86
76	-95
165	-78
323	-213
145	-72
352	-76
145	-65
202	-120
321	-107
226	-14
377	-213
527	-154
218	-232
332	-93
327	-55
209	108
443	-206
267	-147
151	-128
130	-152
293	-17
237	-75
213	-190
213	-87
171	-53
267	-145
196	-160
486	-2
406	-172
249	-14
417	-32
337	-194
335	-235
203	-152
161	-56
269	-95
264	-20
219	-103
329	-37
424	-200
362	-11
147	-69
328	46
307	-169
293	-150
317	-57
191	-130
271	-179
255	-262
350	-64
454	-278
293	65
319	-145
335	-142
380	-44
398	13
242	-221
341	-133
360	-154
277	-79
355	-149
144	-194
174	-126
236	-188
185	-96
221	-114
352	-122
237	-144
317	-168
211	-145
210	-2
357	-19
464	-183
274	-145
397	-179
235	21
244	-215
269	-51
142	-108
329	-54
225	-162
371	-185
231	-26
148	-65
251	-88
243	-16
390	-78
200	-119
300	-83
292	-71
423	-129
386	-233
291	9
228	78
276	-109
320	-218
491	-147
342	-138
266	-197
381	65
136	-188
430	-151
358	-74
382	7
221	-163
381	-185
223	-67
366	-297
375	-2
254	-25
159	-207
306	-300
261	-202
256	-188
214	-212
230	-167
138	-46
254	72
186	50
240	-127
215	-142
336	-173
143	-150
351	-109
226	-94
235	-232
139	-158
207	-20
276	12
259	-130
266	23
319	-293
266	5
413	-242
119	-282
368	-43
257	5
278	-185
310	-3
224	-156
386	-14
325	-215
224	-94
222	-67
381	30
217	-216
429	-20
341	-135
400	-129
202	-100
245	-193
341	-78
340	-168
329	-229
200	-55
185	-79
321	-147
294	-168
243	36
423	-117
228	-72
361	-76
471	-162
347	-40
282	-172
147	-51
232	-4
492	-139
338	-160
326	-30
247	-112
317	-30
282	-203
342	-171
444	-18
211	-205
323	-70
278	-3
215	-105
179	-66
248	-80
284	-181
199	-262
340	-94
335	-138
294	-27
119	-88
196	20
111	-53
350	0
252	-63
415	-145
320	-141
359	-171
473	-195
364	-10
310	-107
391	-148
350	-99
261	-119
394	-13
61	-123
224	11
458	-71
